RequirementID,MajorID,Credits,CourseID
75,Advertising,3,STAT100
76,Advertising,3,ANTH103
77,Advertising,4,PSYC100
78,Advertising,4,SOC100
79,Aerospace Engineering,2,AE100
80,Aerospace Engineering,1,ENG100
81,Aerospace Engineering,3,CHEM102
82,Aerospace Engineering,1,CHEM103
83,Aerospace Engineering,4,MATH221
84,Aerospace Engineering,3,MATH231
85,Aerospace Engineering,4,MATH241
86,Aerospace Engineering,3,MATH257
87,Aerospace Engineering,3,MATH285
88,Aerospace Engineering,4,PHYS211
89,Aerospace Engineering,4,PHYS212
90,Aerospace Engineering,2,AE140
91,Aerospace Engineering,3,AE202
92,Aerospace Engineering,3,AE311
93,Aerospace Engineering,3,AE312
94,Aerospace Engineering,3,AE321
95,Aerospace Engineering,3,AE323
96,Aerospace Engineering,3,AE352
97,Aerospace Engineering,3,AE353
98,Aerospace Engineering,3,AE370
99,Aerospace Engineering,3,AE433
100,Aerospace Engineering,3,AE442
101,Aerospace Engineering,3,AE443
102,Aerospace Engineering,2,AE460
103,Aerospace Engineering,2,AE461
104,Aerospace Engineering,2,AE483
105,Aerospace Engineering,3,CS101
106,Aerospace Engineering,3,ECE205
107,Aerospace Engineering,3,ME200
108,Aerospace Engineering,3,MSE280
109,Aerospace Engineering,2,TAM210
110,Aerospace Engineering,3,TAM212
111,Aerospace Engineering,3,AE402
112,Aerospace Engineering,3,AE403
113,Aerospace Engineering,3,AE410
114,Aerospace Engineering,4,AE412
115,Aerospace Engineering,3,AE416
116,Aerospace Engineering,3,AE419
117,Aerospace Engineering,3,AE420
118,Aerospace Engineering,3,AE428
119,Aerospace Engineering,3,AE435
120,Aerospace Engineering,3,AE451
121,Aerospace Engineering,3,AE454
122,Aerospace Engineering,4,AE456
123,Aerospace Engineering,3,AE468
124,Aerospace Engineering,4,AE482
125,Aerospace Engineering,3,AE484
126,Aerospace Engineering,3,AE485
127,Aerospace Engineering,1,AE497
128,Aerospace Engineering,1,AE498
129,Aerospace Engineering,1,ENG491
130,Aerospace Engineering,3,ASTR404
131,Aerospace Engineering,3,ASTR405
132,Aerospace Engineering,3,ASTR406
133,Aerospace Engineering,4,ASTR414
134,Aerospace Engineering,3,ATMS301
135,Aerospace Engineering,3,ATMS302
136,Aerospace Engineering,4,ATMS303
137,Aerospace Engineering,3,ATMS304
138,Aerospace Engineering,3,ATMS305
139,Aerospace Engineering,3,ATMS306
140,Aerospace Engineering,4,ATMS313
141,Aerospace Engineering,4,ATMS406
142,Aerospace Engineering,4,ATMS410
143,Aerospace Engineering,3,CEE310
144,Aerospace Engineering,3,CEE330
145,Aerospace Engineering,3,CEE360
146,Aerospace Engineering,3,CEE380
147,Aerospace Engineering,3,CEE407
148,Aerospace Engineering,3,CEE412
149,Aerospace Engineering,3,CEE451
150,Aerospace Engineering,3,CEE471
151,Aerospace Engineering,3,CHEM232
152,Aerospace Engineering,2,CHEM233
153,Aerospace Engineering,4,CHEM236
154,Aerospace Engineering,4,CS225
155,Aerospace Engineering,3,CS420
156,Aerospace Engineering,4,CS461
157,Aerospace Engineering,4,CS465
158,Aerospace Engineering,2,CSE412
159,Aerospace Engineering,4,ECE210
160,Aerospace Engineering,4,ECE220
161,Aerospace Engineering,3,ECE310
162,Aerospace Engineering,1,ECE311
163,Aerospace Engineering,3,ECE329
164,Aerospace Engineering,3,ECE330
165,Aerospace Engineering,3,ECE342
166,Aerospace Engineering,1,ECE343
167,Aerospace Engineering,3,ECE385
168,Aerospace Engineering,3,ECE473
169,Aerospace Engineering,4,ECE486
170,Aerospace Engineering,1,ENG491
171,Aerospace Engineering,3,MSE401
172,Aerospace Engineering,3,MSE440
173,Aerospace Engineering,3,MSE443
174,Aerospace Engineering,1,MSE498
175,Aerospace Engineering,3,SE310
176,Aerospace Engineering,4,SE420
177,Aerospace Engineering,3,SE423
178,Aerospace Engineering,3,IE310
179,Aerospace Engineering,3,MATH347
180,Aerospace Engineering,3,MATH402
181,Aerospace Engineering,3,MATH413
182,Aerospace Engineering,3,MATH416
183,Aerospace Engineering,3,MATH442
184,Aerospace Engineering,3,MATH446
185,Aerospace Engineering,3,MATH461
186,Aerospace Engineering,3,MATH482
187,Aerospace Engineering,3,MATH484
188,Aerospace Engineering,3,MATH489
189,Aerospace Engineering,4,ME320
190,Aerospace Engineering,3,ME360
191,Aerospace Engineering,3,ME370
192,Aerospace Engineering,3,ME400
193,Aerospace Engineering,3,ME401
194,Aerospace Engineering,4,ME498
195,Aerospace Engineering,3,MSE450
196,Aerospace Engineering,3,MSE453
197,Aerospace Engineering,3,MSE457
198,Aerospace Engineering,2,NPRE201
199,Aerospace Engineering,3,NPRE402
200,Aerospace Engineering,3,NPRE470
201,Aerospace Engineering,3,NPRE475
202,Aerospace Engineering,1,NPRE498
203,Aerospace Engineering,3,PHYS325
204,Aerospace Engineering,3,PHYS326
205,Aerospace Engineering,3,PHYS435
206,Aerospace Engineering,3,PHYS485
207,Aerospace Engineering,4,PHYS486
208,Aerospace Engineering,3,STAT428
209,Aerospace Engineering,4,STAT448
210,Aerospace Engineering,4,TAM324
211,Aerospace Engineering,4,TAM451
212,Aerospace Engineering,3,TAM456
213,Aerospace Engineering,3,TAM470
214,Aerospace Engineering,1,TE401
215,Aerospace Engineering,4,TMGT461
216,Agricultural & Biological Engineering,2,ABE127
217,Agricultural & Biological Engineering,1,ENG100
218,Agricultural & Biological Engineering,3,CHEM102
219,Agricultural & Biological Engineering,1,CHEM103
220,Agricultural & Biological Engineering,3,CHEM104
221,Agricultural & Biological Engineering,1,CHEM105
222,Agricultural & Biological Engineering,4,MATH221
223,Agricultural & Biological Engineering,3,MATH231
224,Agricultural & Biological Engineering,4,MATH241
225,Agricultural & Biological Engineering,3,MATH257
226,Agricultural & Biological Engineering,3,MATH285
227,Agricultural & Biological Engineering,4,PHYS211
228,Agricultural & Biological Engineering,4,PHYS212
229,Agricultural & Biological Engineering,3,ABE128
230,Agricultural & Biological Engineering,3,ABE227
231,Agricultural & Biological Engineering,3,ABE228
232,Agricultural & Biological Engineering,3,ABE340
233,Agricultural & Biological Engineering,2,ABE430
234,Agricultural & Biological Engineering,4,ABE469
235,Agricultural & Biological Engineering,3,CS101
236,Agricultural & Biological Engineering,3,ECE205
237,Agricultural & Biological Engineering,3,SE101
238,Agricultural & Biological Engineering,3,IE300
239,Agricultural & Biological Engineering,3,TAM211
240,Agricultural & Biological Engineering,3,TAM212
241,Agricultural & Consumer Economics,4,RHET105
242,Agricultural & Consumer Economics,4,CMN101
243,Agricultural & Consumer Economics,3,MATH124
244,Agricultural & Consumer Economics,3,MATH231
245,Agricultural & Consumer Economics,3,MATH220
246,Agricultural & Consumer Economics,3,MATH221
247,Agricultural & Consumer Economics,3,MATH234
248,Agricultural & Consumer Economics,3,ACE262
249,Agricultural & Consumer Economics,3,ACE264
250,Agricultural & Consumer Economics,2,ACES101
251,Agricultural & Consumer Economics,4,ACE100
252,Agricultural & Consumer Economics,3,ACE161
253,Agricultural & Consumer Economics,3,ACE300
254,Agricultural & Consumer Economics,1,ACE341
255,Agricultural & Consumer Economics,3,ACCY201
256,Agricultural & Consumer Economics,3,ECON103
257,Agricultural & Consumer Economics,3,ACE435
258,Agricultural & Consumer Economics,3,ACE436
259,Agricultural & Consumer Economics,3,ACE451
260,Agricultural & Consumer Economics,3,ACE452
261,Agricultural & Consumer Economics,3,ACE455
262,Agronomy,2,RHET105
263,Agronomy,2,CMN101
264,Agronomy,2,CMN111
265,Agronomy,2,CMN112
267,Agronomy,3,MATH220
268,Agronomy,3,CPSC241
269,Agronomy,2,CHEM102
270,Agronomy,2,CHEM103
271,Agronomy,2,CHEM104
272,Agronomy,2,CHEM105
273,Agronomy,3,ACE100
274,Agronomy,3,ACES101
275,Agronomy,4,IB103
276,Agronomy,4,IB150
277,Agronomy,4,NRES201
278,Agronomy,2,CPSC102
279,Agronomy,4,CPSC112
280,Agronomy,4,CPSC212
281,Agronomy,3,CPSC393
282,Agronomy,3,CPSC395
283,Agronomy,1,CPSC498
284,Agronomy,3,CPSC336
285,Agronomy,4,CPSC352
286,Agronomy,4,CPSC382
287,Agronomy,3,CPSC418
288,Architectural Studies,1,FAA101
289,Architectural Studies,2,ARCH101
290,Architectural Studies,5,MATH220
291,Architectural Studies,3,MATH231
292,Architectural Studies,3,ARCH171
293,Architectural Studies,3,ARCH172
294,Architectural Studies,4,ARCH273
295,Architectural Studies,3,ARCH274
296,Architectural Studies,3,ARCH321
297,Architectural Studies,3,ARCH418
298,Architectural Studies,3,ARCH468
299,Architectural Studies,3,GGIS204
300,Architectural Studies,3,GGIS210
301,Architectural Studies,3,GGIS483
302,Architectural Studies,3,UP101
303,Architectural Studies,3,ARCH210
304,Architectural Studies,3,ARCH222
305,Architectural Studies,3,ARCH314
306,Architectural Studies,3,ARCH402
307,Architectural Studies,3,ARCH403
308,Architectural Studies,3,ARCH407
309,Architectural Studies,3,ARCH409
310,Architectural Studies,3,ARCH410
311,Architectural Studies,3,ARCH411
312,Architectural Studies,3,ARCH412
313,Architectural Studies,3,ARCH414
314,Architectural Studies,3,ARCH415
315,Architectural Studies,3,ARCH314
316,Architectural Studies,3,ARCH402
317,Architectural Studies,3,ARCH403
318,Architectural Studies,3,ARCH409
319,Architectural Studies,3,ARCH416
320,Architectural Studies,3,ARCH417
321,Architectural Studies,4,ARCH231
322,Architectural Studies,4,ARCH232
323,Architectural Studies,4,ARCH433
324,Architectural Studies,5,ARCH434
325,Architectural Studies,4,ARCH435
326,Architectural Studies,6,ARCH371
327,Architectural Studies,6,ARCH372
328,Architectural Studies,6,ARCH473
329,Architectural Studies,6,ARCH474
330,Athletic Training,4,PSYC100
331,Athletic Training,3,HK150
335,Athletic Training,3,HK140
336,Athletic Training,3,HK150
337,Athletic Training,3,HK201
339,Athletic Training,3,HK340
340,Athletic Training,3,HK140
341,Athletic Training,3,HK150
342,Athletic Training,3,HK340
344,Athletic Training,3,FSHN120
345,Biochemistry,2,CHEM202
346,Biochemistry,2,CHEM203
347,Biochemistry,2,CHEM204
348,Biochemistry,2,CHEM205
349,Biochemistry,2,CHEM102
350,Biochemistry,2,CHEM103
351,Biochemistry,2,CHEM104
352,Biochemistry,2,CHEM105
353,Biochemistry,2,CHEM236
354,Biochemistry,2,CHEM237
355,Biochemistry,2,CHEM436
356,Biochemistry,2,CHEM232
357,Biochemistry,2,CHEM233
358,Biochemistry,2,CHEM332
359,Biochemistry,3,MCB150
360,Biochemistry,3,MCB250
361,Biochemistry,3,MCB251
362,Biochemistry,3,MCB252
363,Biochemistry,3,MCB253
364,Biochemistry,3,MCB354
365,Biochemistry,3,CHEM440
366,Biochemistry,3,BIOC446
367,Biochemistry,3,CHEM442
368,Biochemistry,3,CHEM444
369,Biochemistry,3,STAT212
370,Biochemistry,3,MATH220
371,Biochemistry,3,MATH231
372,Biochemistry,3,MATH241
373,Biochemistry,2,PHYS211
374,Biochemistry,2,PHYS212
375,Biochemistry,2,PHYS213
376,Biochemistry,2,PHYS101
377,Biochemistry,2,PHYS102
378,Biochemistry,3,BIOC455
379,Biochemistry,3,BIOC460
380,Biochemistry,3,BIOC406
381,Biochemistry,3,BIOP401
382,Bioengineering,1,ENG100
383,Bioengineering,1,BIOE100
384,Bioengineering,1,BIOE120
385,Bioengineering,3,CHEM102
386,Bioengineering,1,CHEM103
387,Bioengineering,3,CHEM104
388,Bioengineering,1,CHEM105
389,Bioengineering,4,MATH221
390,Bioengineering,3,MATH231
391,Bioengineering,4,MATH241
392,Bioengineering,3,MATH285
393,Bioengineering,4,PHYS211
394,Bioengineering,4,PHYS212
395,Bioengineering,3,BIOE201
396,Bioengineering,2,BIOE202
397,Bioengineering,3,BIOE205
398,Bioengineering,3,BIOE206
399,Bioengineering,3,BIOE210
400,Bioengineering,3,BIOE302
401,Bioengineering,2,BIOE303
402,Bioengineering,3,BIOE310
403,Bioengineering,3,BIOE360
404,Bioengineering,4,BIOE400
405,Bioengineering,3,BIOE414
406,Bioengineering,2,BIOE415
407,Bioengineering,3,BIOE420
408,Bioengineering,3,BIOE476
409,Bioengineering,4,CHEM232
410,Bioengineering,3,CS101
411,Bioengineering,4,MCB150
412,Bioengineering,3,TAM211
413,Bioengineering,3,TAM212
414,Bioengineering,3,TAM251
415,Bioengineering,3,BIOE450
416,Bioengineering,4,BIOE461
417,Bioengineering,3,BIOE498
418,Bioengineering,3,BIOE498
419,Bioengineering,4,ME330
420,Bioengineering,3,ME481
421,Bioengineering,3,ME482
422,Bioengineering,4,ME483
423,Bioengineering,3,NPRE461
424,Bioengineering,3,SE402
425,Bioengineering,3,SE423
426,Bioengineering,4,TAM445
427,Bioengineering,4,TMGT461
428,Bioengineering,3,SE101
429,Bioengineering,3,BIOE306
430,Bioengineering,3,BIOE416
431,Bioengineering,3,BIOE424
432,Bioengineering,3,BIOE430
433,Bioengineering,3,BIOE432
434,Bioengineering,3,BIOE434
435,Bioengineering,3,BIOE450
436,Bioengineering,3,BIOE460
437,Bioengineering,4,BIOE461
438,Bioengineering,3,BIOE487
439,Bioengineering,3,BIOE498
440,Bioengineering,3,CHBE471
441,Bioengineering,3,CHBE472
442,Bioengineering,3,IE330
443,Bioengineering,1,MSE404
444,Bioengineering,3,MSE470
445,Bioengineering,3,MSE474
446,Bioengineering,4,ME483
447,Bioengineering,4,TMGT461
448,Bioengineering,3,MCB450
449,Bioengineering,3,ABE446
450,Bioengineering,3,BIOE306
451,Bioengineering,3,BIOE424
452,Bioengineering,3,BIOE430
453,Bioengineering,3,BIOE432
454,Bioengineering,3,BIOE434
455,Bioengineering,3,BIOE450
456,Bioengineering,3,BIOE460
457,Bioengineering,3,BIOE479
458,Bioengineering,3,BIOE498
459,Bioengineering,3,BIOE498
460,Bioengineering,3,BIOE498
461,Bioengineering,3,CHBE472
462,Bioengineering,4,ECE481
463,Bioengineering,3,MSE403
464,Bioengineering,1,MSE404
465,Bioengineering,3,MSE450
466,Bioengineering,3,MSE457
467,Bioengineering,3,MSE470
468,Bioengineering,3,MSE473
469,Bioengineering,3,MSE474
470,Bioengineering,3,MSE480
471,Bioengineering,4,TMGT461
472,Bioengineering,3,CS128
473,Bioengineering,4,CS225
474,Bioengineering,3,BIOE430
475,Bioengineering,3,BIOE432
476,Bioengineering,3,BIOE483
477,Bioengineering,3,BIOE484
478,Bioengineering,4,BIOE485
479,Bioengineering,3,BIOE486
480,Bioengineering,3,BIOE498
481,Bioengineering,3,CS411
482,Bioengineering,3,CS412
483,Bioengineering,3,CS440
484,Bioengineering,3,CS446
485,Bioengineering,4,CS465
486,Bioengineering,3,CS466
487,Bioengineering,3,CS498
488,Bioengineering,3,ECE490
489,Bioengineering,3,ECE498
490,Bioengineering,3,IE310
491,Bioengineering,3,IE370
492,Bioengineering,3,NPRE461
493,Bioengineering,3,SE423
494,Bioengineering,4,TMGT461
495,Bioengineering,3,BIOE424
496,Bioengineering,3,BIOE432
497,Bioengineering,3,BIOE434
498,Bioengineering,3,BIOE450
499,Bioengineering,3,BIOE484
500,Bioengineering,3,BIOE486
501,Bioengineering,3,BIOE498
502,Bioengineering,3,BIOE498
503,Bioengineering,3,BIOE498
504,Bioengineering,4,ECE210
505,Bioengineering,3,ECE310
506,Bioengineering,1,ECE311
507,Bioengineering,3,ECE329
508,Bioengineering,3,ECE365
509,Bioengineering,3,ECE380
510,Bioengineering,3,ECE416
511,Bioengineering,4,ECE417
512,Bioengineering,4,ECE418
513,Bioengineering,3,ECE437
514,Bioengineering,3,ECE365
515,Bioengineering,4,ECE460
516,Bioengineering,3,ECE467
517,Bioengineering,3,ECE472
518,Bioengineering,3,ECE473
519,Bioengineering,3,ECE480
520,Bioengineering,4,ME487
521,Bioengineering,3,NPRE461
522,Bioengineering,3,SE423
523,Bioengineering,4,TMGT461
524,Bioengineering,4,CHEM442
525,Business + Data Science,3,ACCY201
526,Business + Data Science,3,ACCY202
527,Business + Data Science,3,BADM275
528,Business + Data Science,3,BADM300
529,Business + Data Science,3,BADM310
530,Business + Data Science,3,BADM320
531,Business + Data Science,3,BADM449
532,Business + Data Science,3,BUS101
533,Business + Data Science,3,BUS201
534,Business + Data Science,3,BUS401
535,Business + Data Science,3,CMN101
536,Business + Data Science,3,ECON102
537,Business + Data Science,3,ECON103
538,Business + Data Science,3,FIN221
539,Business + Data Science,4,STAT107
540,Business + Data Science,4,STAT207
541,Business + Data Science,4,CS307
542,Business + Data Science,4,CS277
543,Business + Data Science,3,IS467
544,Business + Data Science,3,IS477
545,Business + Data Science,3,MATH220
546,Business + Data Science,3,MATH221
547,Business + Data Science,3,MATH234
548,Business + Data Science,3,MATH227
549,Business + Data Science,3,MATH257
550,Business + Data Science,3,BADM350
551,Business + Data Science,3,BADM351
552,Business + Data Science,3,BADM352
553,Business + Data Science,3,BADM353
554,Business + Data Science,3,BADM380
555,Business + Data Science,3,BADM381
556,Business + Data Science,3,BADM382
557,Business + Data Science,3,BADM383
558,Business + Data Science,3,BADM311
559,Business + Data Science,3,BADM312
560,Business + Data Science,3,BADM313
561,Business + Data Science,3,BADM314
562,Business + Data Science,3,BADM374
563,Business + Data Science,3,BADM375
564,Business + Data Science,3,BADM377
565,Business + Data Science,3,BADM379
566,Chemical Engineering,1,CHBE121
567,Chemical Engineering,1,ENG100
568,Chemical Engineering,2,CHEM202
569,Chemical Engineering,2,CHEM203
570,Chemical Engineering,2,CHEM204
571,Chemical Engineering,2,CHEM205
572,Chemical Engineering,2,CHEM102
573,Chemical Engineering,2,CHEM103
574,Chemical Engineering,2,CHEM104
575,Chemical Engineering,2,CHEM105
576,Chemical Engineering,2,CHEM222
577,Chemical Engineering,2,CHEM223
578,Chemical Engineering,4,MATH221
579,Chemical Engineering,3,MATH231
580,Chemical Engineering,4,MATH241
581,Chemical Engineering,3,MATH257
582,Chemical Engineering,3,MATH285
583,Chemical Engineering,4,PHYS211
584,Chemical Engineering,4,PHYS212
585,Chemical Engineering,2,PHYS214
586,Chemical Engineering,3,CHBE221
587,Chemical Engineering,4,CHBE321
588,Chemical Engineering,4,CHBE421
589,Chemical Engineering,4,CHBE422
590,Chemical Engineering,3,CHBE424
591,Chemical Engineering,4,CHBE430
592,Chemical Engineering,4,CHBE431
593,Chemical Engineering,3,CHBE440
594,Chemical Engineering,4,CHEM236
595,Chemical Engineering,2,CHEM237
596,Chemical Engineering,2,CHEM315
597,Chemical Engineering,2,CHEM420
598,Chemical Engineering,4,CHEM442
599,Chemical Engineering,3,CS101
600,Chemical Engineering,3,CHBE411
601,Chemical Engineering,3,CHEM436
602,Chemical Engineering,3,ABE436
603,Chemical Engineering,3,ABE483
604,Chemical Engineering,3,ABE488
605,Chemical Engineering,3,ATMS420
606,Chemical Engineering,3,BIOE476
607,Chemical Engineering,3,CEE320
608,Chemical Engineering,3,CEE330
609,Chemical Engineering,3,CEE350
610,Chemical Engineering,3,CEE421
611,Chemical Engineering,3,CEE422
612,Chemical Engineering,3,CEE432
613,Chemical Engineering,3,CEE437
614,Chemical Engineering,3,CEE440
615,Chemical Engineering,3,CEE442
616,Chemical Engineering,3,CEE443
617,Chemical Engineering,3,CEE450
618,Chemical Engineering,3,CEE452
619,Chemical Engineering,3,CHBE297
620,Chemical Engineering,3,CHBE397
621,Chemical Engineering,3,CS357
622,Chemical Engineering,3,CS411
623,Chemical Engineering,3,CS427
624,Chemical Engineering,3,CS440
625,Chemical Engineering,3,CS446
626,Chemical Engineering,3,CS450
627,Chemical Engineering,3,CS498
628,Chemical Engineering,3,ECE304
629,Chemical Engineering,3,ECE313
630,Chemical Engineering,3,ECE333
631,Chemical Engineering,3,ECE380
632,Chemical Engineering,3,ECE416
633,Chemical Engineering,3,ECE444
634,Chemical Engineering,3,ECE481
635,Chemical Engineering,3,ECE490
636,Chemical Engineering,3,ME400
637,Chemical Engineering,3,ME471
638,Chemical Engineering,3,ME482
639,Chemical Engineering,3,ME483
640,Chemical Engineering,3,ME487
641,Chemical Engineering,3,MSE304
642,Chemical Engineering,3,MSE307
643,Chemical Engineering,3,MSE308
644,Chemical Engineering,3,MSE401
645,Chemical Engineering,3,MSE402
646,Chemical Engineering,3,MSE403
647,Chemical Engineering,3,MSE406
648,Chemical Engineering,3,MSE420
649,Chemical Engineering,3,MSE441
650,Chemical Engineering,3,MSE450
651,Chemical Engineering,3,MSE457
652,Chemical Engineering,3,MSE458
653,Chemical Engineering,3,MSE460
654,Chemical Engineering,3,MSE470
655,Chemical Engineering,3,MSE473
656,Chemical Engineering,3,MSE474
657,Chemical Engineering,3,MSE480
658,Chemical Engineering,3,MSE487
659,Chemical Engineering,3,MSE489
660,Chemical Engineering,3,NPRE201
661,Chemical Engineering,3,NPRE402
662,Chemical Engineering,3,NPRE412
663,Chemical Engineering,3,NPRE441
664,Chemical Engineering,3,NPRE442
665,Chemical Engineering,3,NPRE457
666,Chemical Engineering,3,NPRE461
667,Chemical Engineering,3,NPRE470
668,Chemical Engineering,3,NPRE475
669,Chemical Engineering,3,NPRE480
670,Chemical Engineering,3,SE411
671,Chemical Engineering,3,TAM211
672,Chemical Engineering,3,TAM251
673,Chemical Engineering,3,TAM461
674,Chemical Engineering,3,ABE425
675,Chemical Engineering,3,ABE430
676,Chemical Engineering,3,ABE497
677,Chemical Engineering,3,ABE498
678,Chemical Engineering,3,ANSC445
679,Chemical Engineering,3,ANSC450
680,Chemical Engineering,3,ATMS421
681,Chemical Engineering,3,BADM461
682,Chemical Engineering,3,BIOC446
683,Chemical Engineering,3,CEE407
684,Chemical Engineering,3,CEE497
685,Chemical Engineering,3,CEE498
686,Chemical Engineering,3,CHEM436
687,Chemical Engineering,3,CHEM437
688,Chemical Engineering,3,CHEM444
689,Chemical Engineering,3,CHEM445
690,Chemical Engineering,3,CHEM483
691,Chemical Engineering,3,CHEM497
692,Chemical Engineering,3,CPSC414
693,Chemical Engineering,3,CPSC415
694,Chemical Engineering,3,CPSC418
695,Chemical Engineering,3,CPSC419
696,Chemical Engineering,3,CPSC453
697,Chemical Engineering,3,FSHN414
698,Chemical Engineering,3,FSHN418
699,Chemical Engineering,3,FSHN426
700,Chemical Engineering,3,FSHN428
701,Chemical Engineering,3,FSHN460
702,Chemical Engineering,3,FSHN465
703,Chemical Engineering,3,FSHN471
704,Chemical Engineering,3,FSHN480
705,Chemical Engineering,3,FSHN481
706,Chemical Engineering,3,FSHN483
707,Chemical Engineering,3,GEOL450
708,Chemical Engineering,3,GEOL451
709,Chemical Engineering,3,GEOL454
710,Chemical Engineering,3,GEOL470
711,Chemical Engineering,3,IB451
712,Chemical Engineering,3,IS467
713,Chemical Engineering,3,MATH402
714,Chemical Engineering,3,MATH413
715,Chemical Engineering,3,MATH417
716,Chemical Engineering,3,MATH442
717,Chemical Engineering,3,MATH446
718,Chemical Engineering,3,MATH461
719,Chemical Engineering,3,MATH487
720,Chemical Engineering,3,MCB408
721,Chemical Engineering,3,MCB424
722,Chemical Engineering,3,MCB436
723,Chemical Engineering,3,MCB450
724,Chemical Engineering,3,MCB462
725,Chemical Engineering,3,MSE497
726,Chemical Engineering,3,MSE498
727,Chemical Engineering,3,NPRE483
728,Chemical Engineering,3,NPRE498
729,Chemical Engineering,3,NRES488
730,Chemical Engineering,3,PHYS435
731,Chemical Engineering,3,PHYS470
732,Chemical Engineering,3,SE400
733,Chemical Engineering,3,STAT400
734,Chemical Engineering,3,STAT410
735,Chemical Engineering,3,STAT420
736,Chemical Engineering,3,STAT430
737,Chemical Engineering,3,STAT440
738,Chemical Engineering,3,UP406
739,Chemical Engineering,3,UP430
740,Chemistry,1,LAS101
741,Chemistry,2,LAS100
742,Chemistry,2,LAS101
743,Chemistry,1,LAS102
744,Chemistry,3,CHEM150
745,Chemistry,3,CHEM202
746,Chemistry,3,CHEM203
747,Chemistry,3,CHEM204
748,Chemistry,3,CHEM205
749,Chemistry,3,CHEM236
750,Chemistry,3,CHEM237
751,Chemistry,3,CHEM312
752,Chemistry,3,CHEM315
753,Chemistry,3,CHEM420
754,Chemistry,3,CHEM436
755,Chemistry,3,CHEM442
756,Chemistry,3,CHEM444
757,Chemistry,3,CHEM445
758,Chemistry,3,CHEM317
759,Chemistry,3,CHEM437
760,Chemistry,3,CHEM447
761,Chemistry,3,CHEM483
762,Chemistry,3,BIOC455
763,Chemistry,3,MATH220
764,Chemistry,3,MATH225
765,Chemistry,3,MATH231
766,Chemistry,3,MATH241
767,Chemistry,3,MATH285
768,Chemistry,3,PHYS211
769,Chemistry,3,PHYS212
770,Chemistry,3,PHYS214
771,Civil Engineering,4,CEE190
772,Civil Engineering,3,CEE495
773,Civil Engineering,1,ENG100
774,Civil Engineering,3,ECON102
775,Civil Engineering,3,CHEM102
776,Civil Engineering,1,CHEM103
777,Civil Engineering,3,CHEM104
778,Civil Engineering,1,CHEM105
779,Civil Engineering,4,MATH221
780,Civil Engineering,3,MATH231
781,Civil Engineering,4,MATH241
782,Civil Engineering,3,MATH257
783,Civil Engineering,3,MATH285
784,Civil Engineering,4,PHYS211
785,Civil Engineering,4,PHYS212
786,Civil Engineering,2,PHYS213
787,Civil Engineering,3,CEE201
788,Civil Engineering,3,CEE202
789,Civil Engineering,3,CS101
790,Civil Engineering,3,SE101
